episode,act,title,contributors,description,episode-act
223,0.0,Prologue.,Ira Glass,"
Host Ira Glass talks with Marion Tanios, a classified section editor at the Chicago Sun-Times. She explains that if the news section of the newspaper gives you the public life of a city, the classified section gives you a sense of people's personal lives. We take a quick tour through the classified section: ""Wedding Dress for sale, never worn;"" ""Agoraphobics in Motion, A.I.M. meet weekly;"" and a house sale where an old woman heading to a nursing home is selling off her belongings. (7 minutes) Journalism • Retail/Commerce Ira Glass
 ",223.0
223,0.01,Act One. Lost And Found Ads.,Todd Bachmann,"
""Stolen Dog, black, toy poodle named Isis."" Producer Todd Bachmann interviews a man named Leo, who recently placed that ad. Leo was planning to breed Isis with his other dog, Button, a Shitzu, and make a new breed which he planned to call ""Shidoodle."" (7 minutes) Animals • Crime Todd Bachmann
 
Song:
""Isis"", Bob Dylan 
 
",223.01
223,0.02,Act Two. Help Wanted.,Joe Richman,"
An audio diary of two people using the classified ads to find jobs. Produced by Joe Richman, the awarding winning producer of the series Radio Diaries. (8 minutes) Jobs/Employment Joe Richman
 ",223.02
223,0.03,Act Three. Musicians Classifieds.,Starlee Kine,"
Sometimes in the classified ads one person will be seeking something that another person will be offering. This is especially true of the musicians section of the classifieds, where there might be a drummer seeking a band, and on the same page, a band seeking a drummer. We play matchmaker and form a one-day band out of the musicians in the classifieds. Producer Starlee Kine tells what happens, with the help of Jon Langford, a musician who already has a band, the Mekons, who are celebrating their 25th anniversary in rock and roll, and whose most recent album is OOOH! (Out of Our Heads). (15 minutes) Music Starlee Kine
 
Song:
""Rocket Man"", The One-day Band 
 
",223.03
223,0.04,Act Four. Personal Ads.,Jonathan Goldstein,"
""Joyce, I don't need another Housekeeper."" Producer Jonathan Goldstein talks with the man who placed this ad. Joyce is the woman who left him. The ad is his attempt to win her back. (4 minutes) Breakup • Journalism • Love Jonathan Goldstein
 ",223.04
223,0.05,Act Five. For Sale.,Jay Allison,"
The classifieds are populated by people in flux. People selling stuff from old lives in transition new ones. But people buying the stuff may also be in transition. And they don't care if they're purchasing things with a history, just so long as it's someone else's history. Radio producer Jay Allison tells the story of the things he bought from the classifieds to fill his new life after his marriage broke up. Jay Allison receives funding from the Corporation for Public Broadcasting through the Open Studio Project. (15 minutes)Divorce • Marriage • Relationships • Retail/Commerce Jay Allison
 ",223.05
223,0.21,Credits.,,Credits,223.21
224,0.0,Prologue.,Ira Glass,"
Host Ira Glass talks with Chris, who worked for a company that helped deaf people talk over the phone with hearing people. The deaf person would type what they wanted Chris to say, and Chris would say it, then type back the response from the hearing person on the line. As the man in the middle, Chris was privy to intimate moments in people's lives. He was the middleman on drug deals, breakups. Occasionally, desperate mothers would appeal to him directly to talk sense to their stubborn deaf children with words that they themselves did not possess. As the job wore on, Chris found it more and more impossible to just be a neutral go-between. (7 minutes)Family • Jobs/Employment Ira Glass
 ",224.0
224,0.01,Act One. Show Me The Monet.,Alex Blumberg,"
You can't do a program about middlemen without a story about business. In this act, we hear from a man who made his living buying low and selling high...incredibly high, sometimes at mark-ups of up to 1,000 percent. In the 1990s, when Michael Jordan led the Bulls, ""X"" took to the streets of Chicago scalping tickets and making what he refers to nostalgically as ""phat money."" (20 minutes)Retail/Commerce • Sports Alex Blumberg
 
Song:
""Two Tickets to Paradise"", Eddie Money
 
",224.01
224,0.02,Act Two. Stuck Inside Of Memphis.,Beth Landau,"
Sal Princiatta is a New York fireman whose unit lost a lot of men on September 11th. Beth Landau was a friend of Sal's, and a couple months ago, she orchestrated a trip to Memphis for Sal and the other guys at the firehouse. She thought it would take their minds off things. In Memphis, they were cheered and feted everywhere they went. People asked for autographs, gave them gifts. Sal realized that as New York fireman, he and his colleagues were acting as a very particular and unusual kind of middleman for the people they met. This story was put together with the help of Lumiere Productions in New York City. (9 minutes)9/11 • Jobs/Employment • Travel Beth Landau
 
Song:
""Lonely Man"", Elvis Presley
 
",224.02
224,0.03,Act Three. What It Takes To Tromp Through The Desert.,Wendy Dorr,"
Al Jurczynski is the mayor of Schenectady, New York. For the past year, he's embarked on a strange recruitment campaign, to convince Guyanese immigrants living in Queens, New York, to move upstate to Schenectady. He walks through the streets of New York City with a megaphone, inviting people to sign up for semi-monthly charter bus tours of his city, which he provides free of charge. Producer Wendy Dorr spends a day on the tour bus, to see how the mayor serves as middleman between Guyanese-American families in the Bronx and Queens, and his economically troubled, white-ethnic town upstate. (19 minutes)
Advertising/Marketing • Government • Immigration Wendy Dorr
 
Song:
""Moses"", Gene Kelly
 
",224.03
224,0.21,Credits.,,Credits,224.21
225,0.0,Prologue.,Ira Glass,"
Host Ira Glass talks with filmmaker Alan Berliner, who for six years collected old home movies he found at thrift stores and garage sales. He says that almost all of them document either rites of passage, like birthdays and weddings, or moments of leisure—the beach is especially big. They show our lives as we'd want them to look, but maybe not as they actually do. Alan Berliner's movie, which he made from his six years of collected video, is called Family Album. (5 minutes)Family • Film/Film Making Ira Glass
 ",225.0
225,0.01,Act One. The Big Night.,Jonathan Goldstein,"
Jonathan Goldstein made every girl he ever dated watch the home movie of his family's Rosh Hashanah dinner he made when he was 17. He hoped that seeing his family life on film might make the women more sympathetic to his shortcomings. In this story, for the first time, Jonathan shares the Rosh Hashanah video with a national audience. Jonathan's most recent book is I'll Seize the Day Tomorrow (13 minutes)Family • Film/Film Making Jonathan Goldstein
 
Song:
""You Talk Too Much"", Run-DMC
 
",225.01
225,0.02,Act Two. The Kids Stay In The Picture.,Ira Glass,"
From the time he was a little kid until the time he graduated high school, Darren Stein made movies with his father's video camera. The cast was composed of friends from his street, a suburban cul-de-sac in Encino, California. The sets were their various backyards. The production schedule was every day after school, and all day in the summer. They shot horror movies, action flicks, and even a musical called ""I Have No Friends,"" which Darren wrote soon after being transferred to a new junior high school. Darren is now a real director in Hollywood. Ira talked with him and his frequent childhood leading man, Adam Schell, about what the movies meant to them as kids. Darren and Adam made a documentary about their childhood moviemaking called Put the Camera on Me. (12 minutes)Childhood • Film/Film Making Ira Glass
 ",225.02
225,0.03,Act Three. A Half-million Home Videos Can't Be Wrong.,Ira Glass,"
The TV show America's Funniest Home Videos has an archive of over half-a-million video clips. Ira talks with Todd Thicke, the show's co-executive producer, and Trace Beaulieu and Mike Palleschi, two of the show's writers, about what all that footage tells them about Americans that the rest of us don't know. (5 minutes)Funny • Television Ira Glass
 ",225.03
225,0.04,Act Four. The Cinema Of Upward Mobility.,Susan Burton,"
Home movies usually don't have much of a plot—one of the many ways they differ from Hollywood movies. But reporter Susan Burton has a lifetime of home movies, which together describe a very Hollywood plot, about how she remade herself from a friendless nerd into a popular girl. (12 minutes)Childhood • Film/Film Making Susan Burton
 
Song:
""New Life"", Depeche Mode
 
",225.04
225,0.05,Act Five. Just Shoot Me.,David Sedaris,"
David Sedaris tells a story about his mother who hated home movies, and how his brothers and sisters came to appreciate them. David's the author of several books, including When You Are Engulfed in Flames. (6 minutes)Family • Film/Film Making David Sedaris
 
Song:
""People Take Pictures of Each Other"", The Kinks
 
",225.05
